
# nouns using wiki-news fastTExt vectors

tehsil tehsils
shells shell 
structures structure 
rockets rocket 
microprocessors microprocessor 
restrooms restroom 
actresses actress 
daughters daughter 
chariots chariot 
discs disc 
caverns cavern 
mushrooms mushroom 
legs leg 
miles mile 
oligarchs oligarch 
angels angel 
tapes tape 
tablets tablet 
veils veil 
shuttles shuttle 
bastards bastard 
dogs dog 
rabbits rabbit 
inches inch 
warships warship 
windows window 
schemes scheme 
shipwrecks shipwreck 
editors editor 
pills pill 
cafes cafe 
sons son 
generators generator 
stories story 
hoods hood 
assassins assassin 
gangsters gangster 
notebooks notebook 
negotiators negotiator 
owls owl 
instruments instrument 
citizens citizen 
corpses corpse 
volcanoes volcano 
combatants combatant 
chairs chair 
microphones microphone 
floors floor 
t-shirts t-shirt 
spreadsheets spreadsheet 
clerics cleric 
vampires vampire 
barges barge 
musicians musician 
boxes box 
ounces ounce 
supermarkets supermarket 
parcels parcel 
temples temple 
sedans sedan 
cords cord 
spies spy 
roofs roof 
calories calorie 
microwaves microwave 
warehouses warehouse 
officers officer 
keyboards keyboard 
gorillas gorilla 
lions lion 
mummies mummy 
backpacks backpack 
cartoons cartoon 
trailers trailer 
skeletons skeleton 
superstars superstar 
messages message 
kites kite 
hostels hostel 
prisoners prisoner 
grants grant 
bureaucrats bureaucrat 
protesters protester 
murderers murderer 
products product 
engines engine 
canisters canister 
syringes syringe 
portraits portrait 
transmitters transmitter 
pints pint 
aeroplanes aeroplane 
items item 
ponies pony 
sisters sister 
programmes programme 
models model 
snails snail 
nozzles nozzle 
prizes prize 
photographers photographer 
youngsters youngster 
toads toad 
spouses spouse 
beasts beast 
elbows elbow 
cylinders cylinder 
idols idol 
boilers boiler 
francs franc 
converters converter 
kits kit 
commentators commentator 
rafts raft 
frescoes fresco 
workstations workstation 
villains villain 
diplomas diploma 
cocktails cocktail 
wizards wizard 
telescopes telescope 
tombstones tombstone 
demons demon 
pencils pencil 
tattoos tattoo 
shafts shaft 
records record 
axles axle 
cones cone 
jerseys jersey 
habitats habitat 
caravans caravan 
monsters monster 
magazines magazine 
playgrounds playground 
vitamins vitamin 
colleges college 
boys boy 
grandmothers grandmother 
patients patient 
exposures exposure 
landowners landowner 
caps cap 
labs lab 
circuits circuit 
plaintiffs plaintiff 
walkways walkway 
observatories observatory 
pallets pallet 
quilts quilt 
politicians politician 
grids grid 
handbags handbag 
silos silo 
newspapers newspaper 
mixtures mixture 
pesos peso 
guitars guitar 
bracelets bracelet 
workplaces workplace 
outfits outfit 
gods god 
elevators elevator 
buckets bucket 
coffins coffin 
statues statue 
blokes bloke 
dolls doll 
mammals mammal 
guns gun 
rhinos rhino 
systems system 
husbands husband 
archetypes archetype 
cubes cube 
relationships relationship 
buses bus 
footpaths footpath 
medications medication 
cubicles cubicle 
bulldozers bulldozer 
campuses campus 
reactors reactor 
kings king 
lunatics lunatic 
mathematicians mathematician 
scumbags scumbag 
freezers freezer 
airmen airman 
licenses license 
streetcars streetcar 
rides ride 
smartphones smartphone 
bows bow 
plants plant 
carts cart 
babies baby 
wallets wallet 
plates plate 
toys toy 
dorms dorm 
felons felon 
chickens chicken 
swans swan 
books book 
computers computer 
hats hat 
torpedoes torpedo 
destroyers destroyer 
antennas antenna 
radiators radiator 
courtiers courtier 
carcasses carcass 
wheelchairs wheelchair 
employees employee 
saints saint 
microbes microbe 
posters poster 
ghosts ghost 
suckers sucker 
apes ape 
pagers pager 
tombs tomb 
pollutants pollutant 
metabolites metabolite 
fliers flier 
leopards leopard 
journalists journalist 
families family 
performers performer 
proteins protein 
bikes bike 
flags flag 
clips clip 
calculators calculator 
drivers driver 
stoves stove 
desktops desktop 
towers tower 
farmers farmer 
researchers researcher 
Idiots Idiot 
columnists columnist 
receptors receptor 
costumes costume 
crowns crown 
machines machine 
drugs drug 
packs pack 
carpets carpet 
tabloids tabloid 
wrappers wrapper 
printers printer 
bicycles bicycle 
necks neck 
hairstyles hairstyle 
sidewalks sidewalk 
cafeterias cafeteria 
doctors doctor 
prisms prism 
conductors conductor 
geniuses genius 
appliances appliance 
lifeboats lifeboat 
bikers biker 
medallions medallion 
monkeys monkey 
mollusks mollusk 
kilometres kilometre 
collages collage 
resistors resistor 
missiles missile 
valleys valley 
princes prince 
sensors sensor 
statesmen statesman 
servants servant 
nests nest 
witches witch 
grenades grenade 
giraffes giraffe 
cameras camera 
bookstores bookstore 
girlfriends girlfriend 
gifts gift 
couches couch 
firearms firearm 
specimens specimen 
formulations formulation 
objects object 
jars jar 
wives wife 
facades facade 
vaccines vaccine 
spoons spoon 
haircuts haircut 
shoes shoe 
bags bag 
warriors warrior 
receivers receiver 
robbers robber 
rovers rover 
slugs slug 
chargers charger 
certificates certificate 
pamphlets pamphlet 
airplanes airplane 
cells cell 
roadways roadway 
peptides peptide 
players player 
stomachs stomach 
postcards postcard 
sockets socket 
idiots idiot 
personalities personality 
molecules molecule 
sleeves sleeve 
pyramids pyramid 
jewels jewel 
baskets basket 
detectors detector 
papers paper 
strips strip 
servicemen serviceman 
revolvers revolver 
mouths mouth 
jurists jurist 
acres acre 
dragons dragon 
hackers hacker 
labourers labourer 
containers container 
meals meal 
chicks chick 
scarves scarf 
soldiers soldier 
morons moron 
horses horse 
disks disk 
railroads railroad 
warlords warlord 
mistresses mistress 
transformers transformer 
classrooms classroom 
scanners scanner 
spiders spider 
typewriters typewriter 
frogs frog 
wreaths wreath 
kilograms kilogram 
nurses nurse 
heroes hero 
pigs pig 
bombers bomber 
badges badge 
proposals proposal 
tons ton 
children child 
tickets ticket 
canoes canoe 
motorcycles motorcycle 
unicorns unicorn 
noses nose 
motorways motorway 
phones phone 
bedrooms bedroom 
beaches beach 
pumps pump 
suitcases suitcase 
artifacts artifact 
widows widow 
manuscripts manuscript 
bloggers blogger 
companions companion 
bathrooms bathroom 
pistons piston 
connectors connector 
restaurants restaurant 
pundits pundit 
knights knight 
scientists scientist 
mussels mussel 
rulers ruler 
caricatures caricature 
puppies puppy 
staffers staffer 
licences licence 
laboratories laboratory 
vests vest 
bunnies bunny 
landscapes landscape 
orchids orchid 
processors processor 
lenses lens 
batons baton 
wolves wolf 
DVDs DVD 
sweaters sweater 
pedestrians pedestrian 
goats goat 
rigs rig 
slaves slave 
illustrations illustration 
crocodiles crocodile 
hulls hull 
prostitutes prostitute 
foreigners foreigner 
Journalists Journalist 
primates primate 
protagonists protagonist 
emblems emblem 
filters filter 
neurons neuron 
belts belt 
chests chest 
packets packet 
pots pot 
estimates estimate 
dollars dollar 
placards placard 
maids maid 
pavilions pavilion 
cows cow 
hotels hotel 
senators senator 
depictions depiction 
prototypes prototype 
scholars scholar 
boulders boulder 
swords sword 
purses purse 
tonnes tonne 
lagoons lagoon 
mutants mutant 
trams tram 
ducts duct 
pirates pirate 
animals animal 
logos logo 
singers singer 
tents tent 
policemen policeman 
bandits bandit 
girls girl 
hectares hectare 
Euros Euro 
devils devil 
ponds pond 
mules mule 
castles castle 
rods rod 
parasites parasite 
payloads payload 
kingdoms kingdom 
gems gem 
shorelines shoreline 
balloons balloon 
mothers mother 
dresses frock 
jugs jug 
ornaments ornament 
organisms organism 
fridges fridge 
tractors tractor 
shirts shirt 
porches porch 
steamers steamer 
telephones telephone 
stickers sticker 
islets islet 
villages village 
ships ship 
queens queen 
riders rider 
traitors traitor 
helmets helmet 
monuments monument 
passengers passenger 
transponders transponder 
cottages cottage 
kitchens kitchen 
pipes pipe 
crests crest 
clowns clown 
tanks tank 
insects insect 
drums drum 
publications publication 
compartments compartment 
journals journal 
litres litre 
gallons gallon 
garments garment 
jackets jacket 
bodies body 
images image 
recorders recorder 
waterways waterway 
Guns Gun 
coyotes coyote 
surfers surfer 
teenagers teenager 
billboards billboard 
pieces piece 
whales whale 
donkeys donkey 
envoys envoy 
activists activist 
plazas plaza 
metres metre 
passports passport 
towels towel 
cellphones cellphone 
holes hole 
reptiles reptile 
ladies lady 
motorbikes motorbike 
geeks geek 
chemicals chemical 
rats rat 
techniques technique 
pence 50p 
synthesizers synthesizer 
dancers dancer 
figurines figurine 
lovers lover 
cartridges cartridge 
turtles turtle 
T-shirts T-shirt 
writers writer 
cinemas cinema 
shillings shilling 
forts fort 
mannequins mannequin 
slabs slab 
capacitors capacitor 
golfers golfer 
rifles rifle 
helicopters helicopter 
puppets puppet 
scooters scooter 
leaflets leaflet 
Dollars Dollar 
sculptures sculpture 
lids lid 
filmmakers filmmaker 
cafés café 
reporters reporter 
engravings engraving 
cruisers cruiser 
hours hour 
programs program 
launchers launcher 
beaks beak 
vials vial 
ministers minister 
pens pen 
folders folder 
characters character 
trucks truck 
wigs wig 
databases database 
coats coat 
liters liter 
deities deity 
lasers laser 
birds bird 
patents patent 
textiles textile 
commanders commander 
highways highway 
cabinets cabinet 
predictions prediction 
modules module 
amplifiers amplifier 
fools fool 
carriages carriage 
reefs reef 
interfaces interface 
trees tree 
patches patch 
planes plane 
tapestries tapestry 
cartons carton 
knives knife 
toxins toxin 
nerds nerd 
domes dome 
students student 
coins coin 
robots robot 
suits suit 
broadcasters broadcaster 
bullets bullet 
dealers dealer 
photographs photograph 
ferries ferry 
films film 
oysters oyster 
gadgets gadget 
diagrams diagram 
rectangles rectangle 
ligands ligand 
curves curve 
beards beard 
motorists motorist 
cards card 
fountains fountain 
correspondents correspondent 
motorcyclists motorcyclist 
canvases canvas 
kittens kitten 
firefighters firefighter 
marriages marriage 
inventions invention 
wagons wagon 
chimps chimp 
vehicles vehicle 
novelists novelist 
cassettes cassette 
sketches sketch 
vassals vassal 
schools school 
headstones headstone 
masks mask 
entities entity 
beverages beverage 
cabins cabin 
chimneys chimney 
staircases staircase 
approximations approximation 
solutions solution 
graphs graph 
mythologies mythology 
enclosures enclosure 
zoos zoo 
gates gate 
clinics clinic 
churches church 
wards ward 
mosques mosque 
