

#----------
# sport
#----------

football hockey basketball 
storing restoring ruining 

converted conversion converting 
reverted reversing reverting 

converted transferred transformed 
converter transfer transform 



cousin nephew great-grandson 
cousins nephews great-grandchildren 





experiments researchers surveys 
experimenting researching surveying 

wounded rescued wrecked 
wounding rescuing wrecking 

processes processed procession 
progresses progressed progression 

protestant anglican clergyman 
protestants anglicans clergy 

rapper rapped raps 
trapper trapped traps 

rapper wrapper trapper 
rapping wrapping trapping 

designer designing designates 
signer signing signature 

wearing bearing clearing 
wearer bearer clearer 

invited invite inviting 
welcomed welcome welcoming 

invited convinced warned 
invite convince warn 



granted privileged obliged 
grants privileges obligations 

granted demanded negotiated 
granting demanding negotiating 

ottoman balkan carpathian 
ottomans balkans carpathians 

arranged arrange arranger 
ranged range ranger 

arranged arranging arranges 
exchanged exchanging exchanges 

constructed construct constructing 
repaired repair repairing 

constructed fortified excavated 
constructions fortifications excavations 

choir soloist oboe 
choirs soloists oboes 

loved laughed shouted 
loving laughing shouting 

loved annoyed disgusted 
loving annoying disgusting 

documentary document documented 
commentary comment commented 

respectively effectively actively 
respective effective active 

argued criticised commented 
arguing criticizing commenting 

researchers researcher researched 
analysts analyst analysed 

syria syriac syrians 
arabia arabic arabs 

syria syrian syrians 
ethiopia ethiopian ethiopians 

muscle muscles muscular 
ventricle ventricles ventricular 

riding hiding guiding 
rides hides guides 

determined determine determining 
examined examine examining 

determined determines determination 
examined examines examination 

documents document documentaries 
comments comment commentaries 

documents comments discussions 
documented commented discussed 

stick sticks sticking 
kick kicks kicking 

complicated duplicate replicate 
complication duplication replication 



instructions deductions contractions 
instruction deduction contraction 

joining merging emerging 
joins merges emerges 



respect respective respects 
aspect perspective aspects 

achieved achieve achievement 
accomplished accomplish accomplishment 

achieved regained resumed 
achieve regain resume 



explained explanation explanations 
perceived perception perceptions 

explained complained criticised 
explaining complaining criticizing 

explained questioned answered 
explaining questioning answering 

drawn viewed reviewed 
drawing viewing reviewing 

arabia morocco tunisia 
arabian moroccan tunisian 

rising raising praising 
rises raises praises 

escaped trapped rapped 
escaping trapping rapping 

escaped drowned wrecked 
escaping drowning wrecking 

lets chooses selects 
letting choosing selecting 

incorporated consolidated urbanized 
incorporation consolidation urbanization 

harder softer flatter 
hardened softened flattened 

harder hardly hardest 
quicker quickly quickest 

harder louder quieter 
hardly loudly quietly 

blocks locks decks 
blocker locker decker 

blocks locks knocks 
blocked locked knocked 

institution prostitution substitution 
institutes prostitutes substitutes 



minority priority capability 
minorities priorities capabilities 

pulled pull pulling 
thrown throw throwing 

pulled dragged begged 
pulling dragging begging 

pulled thrown blown 
pulls throws blows 

lights nights tights 
lightly nightly tightly 

mathematician theorist fundamentalist 
mathematically theoretically fundamentally 

pushed crushed smashed 
pushing crushing smashing 

pushed brushed curled 
pushes brushes curls 

pushed pumped squeezed 
pushing pumping squeezing 

pushed lifted drifted 
pushing lifting drifting 

currency rupee peso 
currencies rupees pesos 

spin spinning spins 
pin pinning pins 

raced racer racers 
skied skier skiers 

civilization civilizations fertilization 
civilisation civilisations fertilisation 

civilization colonization urbanization 
civilized colonized urbanized 

favorite favor favored 
favourite favour favoured 

mineral sediment condiment 
minerals sediments condiments 

notice notion caution 
notices notions precautions 


obtained obtain obtaining 
acquired acquire acquiring 

hide warn sneak 
hides warns sneaks 

budget salary wage 
budgets salaries wages 

budget debt payment 
budgets debts payments 

aviation navigation surveying 
aviator navigator surveyor 

print footprint fingerprint 
prints footprints fingerprints 

grade grades graded 
upgrade upgrades upgraded 

limits permits prohibits 
limiting permitting prohibiting 

colored coloring coloration 
coloured colouring colouration 

landed commanded demanded 
landing commanding demanding 

landed crashed washed 
landing crashing washing 

expression expressed expressive 
oppression oppressed oppressive 

expression impression suppression 
expressed impressed suppressed 

expression aggression obsession 
expressive aggressive obsessive 

processing processed procession 
accessing accessed accession 

processing processed processions 
proceeding proceed proceedings 

african-american mexican-american canadian-american 
africans mexicans canadians 

wagner strauss mahler 
wagner's strauss's mahler's 

bach mozart beethoven 
bach's mozart's beethoven's 

bach handel mahler 
bach's handel's mahler's 

heated cooled warmed 
heating cooling warming 

heated coated floated 
heating coating floating 

credited edited summarized 
credits edits summaries 

recognition reception receptions 
cognition perception perceptions 

potter pot pots 
spotter spot spots 

spots stripes crests 
spotted striped crested 

vocals drums keyboards 
vocalist drummer keyboardist 

vessels sails fleets 
vessel sail fleet 

horn thorn hawthorn 
horne thorne hawthorne 

promised persuaded advised 
promise persuade advise 

promised hoped feared 
promises hopes fears 

throw knock unlock 
thrown knocked unlocked 



iceland faroe frisia 
icelandic faroese frisian 

expressed expressing expresses 
addressed addressing addresses 

expressed progressed stressed 
expresses progresses stresses 



permission admission submission 
permitted admitted submitted 

vertical horizontal diagonal 
vertically horizontally diagonally 

thrown throwing throws 
kicked kicking kicks 

thrown kicked jumped 
thrower kicker jumper 

thrown knocked chased 
throws knocks chases 



handle handled handles 
bundle bundled bundles 



attraction attractions attracting 
interaction interactions interacting 

delivered gathered marched 
delivering gathering marching 

appeal repeal overturn 
appealed repealed overturned 

regiment volunteer recruit 
regiments volunteers recruits 

elephant jumbo barnum 
elephant's jumbo's barnum's 

creative innovative collaborative 
creations innovations collaborations 

croatia yugoslavia austria-hungary 
croatian yugoslavian austro-hungarian 

croatia dalmatia corsica 
croatian dalmatian corsican 

eliminated dominated fascinated 
elimination domination fascination 

watching catching hatching 
watches catches hatches 

installed install installing 
loaded load loading 

installed renovated refurbished 
installation renovation refurbishment 

installed renovated excavated 
installations renovations excavations 

praised criticised disliked 
praise criticize dislike 

praised acclaimed reclaimed 
praise acclaim reclaim 
